title_keywords,abstract_keywords
城市更新，公众/社区参与，协同与网络治理,历史街区保护，利益相关者，公众/社区参与，协同与网络治理，社会影响与包容性，GIS与空间分析，评估与决策支持
翻译地理学，旅游景点，双语宣传,文化传播，翻译策略，地理文化差异，语料库分析，文化地理学，国际游客，文化认知体验
可持续更新，评价体系，优化方法,可持续更新，社会影响与包容性，土地经济与产权，低碳与双碳目标，生态修复与绿色基础设施，评估与决策支持
农村电子商务，乡村振兴，高质量发展,乡村振兴，农村电子商务，基础设施薄弱，产业链整合，数字化人才培养，物流网络优化，特色农产品品牌建设，数字经济
城市更新，利益相关者，协同治理,城市更新，利益相关者，协同治理，公众/社区参与，社会影响与包容性，数字化技术与智慧城市
城乡收入差距，林业产业优化，中介效应,乡村振兴，就业创造，收入分配，中介效应模型，空间计量方法，非农就业，农民经营性收入，面板数据，资源富集型贫困，共同富裕
乡村振兴，农村电子商务，服务体系优化,乡村振兴，农村电子商务，服务体系优化，物流网络优化，农产品品牌化运营，数字化技能培训，电商扶贫
城市更新，评估与决策支持，GIS与空间分析,城市更新，评估与决策支持，GIS与空间分析，利益相关者，社会影响与包容性，土地经济与产权
数字文化，电子商务，文旅产业,数字化转型，民族文化资源，电子商务平台，多源数据融合，用户体验优化，线上线下消费场景，价值链模型
社区参与，城市更新，智能决策,公众参与，利益相关者，GIS与空间分析，评估与决策支持，社区微更新，智慧城市
乡村振兴，电子商务，产业发展,乡村振兴，电子商务，物流基础设施，人才培养，农产品上行，冷链物流，数字经济
历史街区保护，可持续更新，评估与决策支持,历史街区保护，可持续更新，评估与决策支持，公众/社区参与，大数据与多源数据，GIS与空间分析，有机更新
数字经济，乡村旅游，高质量发展,数字经济，乡村旅游，数字化应用，产业融合，智慧服务平台，文旅融合，乡村振兴，城乡融合
城市更新，多源数据，空间句法,城市更新，历史街区保护，空间句法，大数据，城市活力，有机更新，文化IP，商业设施
历史街区保护，城市更新，利益相关者,历史街区保护，城市更新，利益相关者，协同与网络治理，社会影响与包容性，土地经济与产权
城市更新，社会网络分析，空间形态优化,历史城区功能衰退，空间碎片化，高密度城市，社会-空间耦合更新，社会网络分析，空间句法，GIS与空间分析，历史街区保护，公共空间更新，社区凝聚力，公共空间使用效率，历史建筑原真性，空间治理
数字生态系统，特色农产品，电商发展,数字化转型，区域特色产业，案例分析，实证研究，平台构建，物流优化，品牌培育，运营效率，流通成本，乡村振兴
城市更新，数字技术与智慧城市，协同与网络治理,城市更新，利益相关者，数字技术与智慧城市，协同与网络治理，社会影响与包容性，土地经济与产权，评估与决策支持
乡村文化旅游转型，新农人，空间分布特征,乡村文化旅游转型，新农人，空间点模式分析，地理加权回归，乡村旅游景点，特色农产品，数字人才引进政策，文旅融合精准营销策略
城市更新，可持续更新，多维度整合,城市更新，可持续更新，多维度整合，经济，社会，环境，文化，双碳
数字营销策略，线上运营模式，文化IP,数字化转型，文化传播，商业价值，用户触达率，互动体验，营销模式，社交媒体矩阵，虚拟展厅，大数据用户画像，沉浸式技术，精准营销策略，用户消费行为数据分析，线上店铺访问量，用户复购率，文化IP传播覆盖率
历史街区保护，协同与网络治理，城市更新,历史街区保护，协同与网络治理，公众/社区参与，评估与决策支持，城市活力，适应性再利用
数字技术与智慧城市，乡村振兴，农村电商发展,数字基础设施，数字素养，农产品上行，品牌建设，物流体系优化，数字营销推广，物流网络完善
城市更新，地方治理，多案例比较,城市更新，地方治理，历史街区保护，工业遗产与棕地更新，公众/社区参与，利益相关者，协同与网络治理，社会影响与包容性
城市韧性，法律保障，灾害应对,城市韧性，法律制度，应急响应，防灾减灾，城市治理
城市更新，老旧小区改造，多参数决策模型,城市更新，老旧小区改造，利益相关者，公众/社区参与，评估与决策支持，社会影响与包容性，土地经济与产权，容积率调整，公共空间更新，历史街区保护
农村电子商务，县域经济，高质量发展,乡村振兴，县域经济，农村电子商务，数字经济，物流网络，数字技能
城市更新，公共空间更新，可持续更新,公共空间更新，城市更新，可持续更新，GIS与空间分析，公众/社区参与，社会影响与包容性，生态修复与绿色基础设施，评估与决策支持
农产品电商平台，运营效率，乡村振兴,乡村振兴，农产品电商平台，运营效率，供应链管理，用户粘性，品牌建设，多元主体协同
城市更新，利益相关者，协同与网络治理,城市更新，利益相关者，协同与网络治理，公众/社区参与，社会影响与包容性，评估与决策支持
乡村振兴，电子商务，数字化,乡村振兴，特色产业发展，现代化转型，农村电子商务，数字化人才，民族文化资源，数字基建，农产品供应链数字化，非遗文化IP，三级联动机制
城市更新，公共管理，规划机制转型,城镇化进程，政府主导模式，社会多元诉求，公共管理理论，混合研究方法，权力重构，利益协调，制度创新，多元共治模式，政府-市场-社会协同治理框架，城市治理现代化
乡村旅游，可持续发展，互联网+,乡村旅游，资源整合，智慧营销，游客体验，可持续发展，乡村振兴
城市更新，利益相关者，协同与网络治理,城市更新，利益相关者，协同与网络治理，土地经济与产权，投融资与运营模式，评估与决策支持
城市群生态网络优化，低碳与双碳目标，协同治理,生态修复与绿色基础设施，低碳与双碳目标，协同与网络治理，遥感技术，GIS与空间分析
数字技术与智慧城市，评估与决策支持，城市更新,数字技术与智慧城市，评估与决策支持，城市更新，大数据与多源数据，智能决策支持系统
电子商务平台，水产养殖产业，数字化转型,电子商务与农业产业融合，产业链协同，数字技能，产销对接，产品附加值，交易成本，互联网+水产，农村电商，特色农业
城市更新，公众/社区参与，协同与网络治理,城市更新，公众/社区参与，协同与网络治理，社会影响与包容性，利益相关者，政策过程分析
城市生态系统监测，多尺度观测网络，动态评估方法,城市生态监测，多源数据融合，遥感技术，生态修复，城市韧性，绿地系统，热岛效应
城市更新，评估模型，原则体系,城市更新，经济-社会-环境三维平衡，评估模型，案例比较法，德尔菲专家法，综合效益评估，公众满意度，决策机制
协同创新机制，农村电商，多主体联动模式,乡村振兴战略，产业链整合，数字基础设施，主体协同效率，县域特色产业，电商生态系统，全链路数字化改造，利益共享机制，电商集群效应，农产品上行效率，农户参与度，县域经济数字化转型，产业互联网
深度学习，多模态数据融合，智能医疗诊断系统,多模态数据融合，深度学习，注意力机制，特征级融合，医学影像，电子病历，基因数据，诊断准确率，可视化技术，可解释性
生态网络模型，生态空间连通性，动态评估,生态安全格局，生态网络动态评估，形态学空间格局分析，最小累积阻力模型，生态源地，生态廊道，生态连通性指数，优先保护生态空间，城镇化进程，源地-廊道-节点协同演化机制，生态安全网络优化
公共交通导向更新，有机更新，空间重构,城市更新，公共交通导向更新，多源数据，空间句法，土地混合使用效率，公共空间可达性，可持续城市发展
环境正义，绿地时空可达性，优化策略,绿地资源分配不均，社会公平，多源地理大数据，空间计量模型，建成环境因子，时空异质性，低收入社区，可持续发展目标
城市更新，动态博弈理论，多主体协同管理,城市化进程，多元主体利益诉求，行政主导模式，政府-开发商-居民三方博弈，决策效率，社会矛盾，动态博弈论，多智能体系统，协同治理框架，演化博弈建模，情景仿真，利益分配机制，协商规则设计，风险共担方案，博弈均衡，冲突发生率，政府失灵，市场失控，社会失序，新型城镇化战略
区域协同，农产品加工，销售体系优化,区域协同，产业链整合，智能供应链，产销匹配，城乡融合
历史街区保护，城市更新，协同机制,文化遗产保护，城市更新，政府政策，利益相关者，可持续更新，历史城区，协同机制，可持续发展
城市形象构建，多模态话语理论，传播策略,城市形象传播，多模态话语理论，视觉符号，听觉符号，语言符号，传播效果
城市更新，大数据，决策支持系统,城市更新，大数据，多源数据，决策支持系统，机器学习，遥感技术，手机信令，POI数据，智慧城市
数字金融，区域经济，高质量发展,数字金融，实体经济，要素配置，产业升级，融资约束，创新活力，全要素生产率，中小企业融资，区域金融政策
城市更新，协同与网络治理，利益相关者,城市更新，协同与网络治理，利益相关者，社会影响与包容性，评估与决策支持，土地经济与产权
绿色基础设施，城市微气候环境，生态修复与绿色基础设施,城市热岛效应，绿色基础设施，遥感技术，城市微气候环境，生态修复与绿色基础设施，低碳与双碳目标
城市更新，可持续更新，历史街区保护,历史街区保护，城市更新，可持续更新，公共空间更新，社区参与，GIS与空间分析，社会影响与包容性，生态修复与绿色基础设施
会员制电商，用户行为分析，发展策略优化,电商行业，用户粘性，会员制电商，用户行为特征，消费心理，适用性评估，大数据挖掘，A/B测试，会员权益设计，价格敏感度，用户生命周期价值，会员价值感知模型，动态定价算法，用户留存率，ARPU增长，精细化运营，决策支持
历史街区保护，城市更新，利益相关者,历史街区保护，城市更新，利益相关者，政策文本分析，案例实证，遗产保护条例，开发成本结构，审批周期
信用风险，动态监测，预警方法,金融体系稳定性，信用风险量化，市场波动敏感性，违约点设定，蒙特卡洛模拟，历史回溯测试，违约距离计算，风险传染，预警准确率，违约概率预测，系统性风险传导机制，宏观审慎监管
城市更新，经济评价，决策模型,经济评价体系，决策依据，全生命周期成本分析，多维效益评估，动态敏感性分析，层次分析法，蒙特卡洛模拟，系统动力学，土地开发强度，资金平衡周期，社会效益转化，评估体系，经济可行性评估，决策方案优化，中长期效益预测，科学决策机制，差异化更新策略，公共资源配置，数据驱动
城市更新，利益相关者，协同与网络治理,城市更新，利益相关者，协同与网络治理，社会影响与包容性，公众/社区参与，评估与决策支持
乡村旅游，文化营销，乡村振兴,乡村旅游，文化内涵，品牌定位，文化体验，精准营销，民族文化元素，节事活动，新媒体矩阵，游客留存率，文化认同，消费决策，乡村振兴
城市更新，社区参与，文化保育,绅士化，社会空间不平等，资本驱动，原住民权益保护，文化传承，社会空间理论，行动者网络分析，社区自组织能力，文化遗产活化，多方利益平衡，文化认同，原住民回迁，包容性城市发展，可持续发展目标
生物多样性保护，可持续利用，制度创新,生物多样性保护，可持续利用，产权界定，交易机制，生态补偿，生态产品交易市场，经济收益，生态保护与经济发展矛盾，联合国《生物多样性公约》
城市更新，协同与网络治理，社会影响与包容性,城市更新，协同与网络治理，社会影响与包容性，利益相关者，公众/社区参与，土地经济与产权
生态修复与绿色基础设施，可持续发展，资源环境承载力,生态脆弱区，可持续发展，生态足迹模型，遥感技术，多源数据，水资源超载，能源用地效率低下，一带一路，生态安全屏障
城市更新，土地经济与产权，可持续更新,土地整理，城市更新，可持续更新，利益相关者，公众/社区参与，土地经济与产权，生态修复与绿色基础设施，城市韧性
乡村振兴，农村电商，路径优化,农产品销售渠道不畅，农民增收困难，农村电商发展，数商兴农，产业升级
老旧小区改造，城市更新，可持续更新,老旧小区改造，公共空间更新，公众/社区参与，低碳与双碳目标，评估与决策支持
电子商务，农产品全产业链，数字化升级,电子商务，农产品全产业链，数字化渗透，产业链重构，价值增值，标准化，降本增效，品牌溢价，乡村振兴，农业数字化转型
城市更新，决策科学，公众参与,城市更新，利益相关者，公众/社区参与，协同与网络治理，评估与决策支持
遥感技术，GIS与空间分析，生态修复与绿色基础设施,遥感技术，GIS与空间分析，生态修复与绿色基础设施，城市微气候环境，大数据与多源数据，评估与决策支持
可持续更新，利益相关者，高密度城区,城市更新，利益相关者，协同与网络治理，社会影响与包容性，历史街区保护，生态修复与绿色基础设施，评估与决策支持
老旧工业用地更新，多源大数据，GIS与空间分析,工业遗产与棕地更新，大数据与多源数据，遥感技术，GIS与空间分析，评估与决策支持，有机更新
城市微更新，公共空间更新，城市活力,城市微更新；公共空间更新；城市活力；公众/社区参与；适应性再利用；历史街区保护；社会影响与包容性
城市韧性，社区治理，风险治理,城市韧性，社区治理，风险治理，应急资源调配，居民参与机制，多维韧性评估模型
城市更新，公共空间更新，微更新/渐进式更新,城市更新，公共空间更新，土地资源约束，存量更新，功能重构，实施协同，多元主体协同实施机制，城市空间品质，社区活力，高密度城市可持续发展
协同与网络治理，公众/社区参与，智慧养老,老龄化，社区居家养老服务，协同与网络治理，公众/社区参与，智慧养老，行动者网络理论，多元主体互动机制，政策实施，服务供需错配，质性研究方法，非人类行动者，智能设备，补贴标准，时间银行，智能穿戴设备，居家养老服务覆盖率，服务满意度，基层治理，多元协同治理
工业遗产与棕地更新，城市更新，可持续更新,工业遗产与棕地更新，城市更新，利益相关者，公众/社区参与，适应性再利用，评估与决策支持，可持续更新
乡村振兴战略，少数民族地区，电子商务,数字基础设施，物流网络优化，数字技能缺失，农产品线上销售，双语电商培训体系
城市更新，可持续更新，滨水空间更新,水资源管理，城市更新，绿色基础设施，城市微气候环境，城市韧性，可持续更新
臭氧污染，挥发性有机物，动态建模,臭氧污染防控，挥发性有机物，植被-大气交互，多尺度耦合，城市绿地配置，自然解决方案
城中村改造，协同与网络治理，利益相关者,非正式空间，协同与网络治理，利益相关者，公众/社区参与，社会影响与包容性，土地经济与产权，评估与决策支持
电子商务平台，民族节庆旅游，可持续发展,文化旅游资源开发与保护，文化内涵挖掘，商业开发同质化，社区参与度，数字化营销，社区共建共享，文化传播，游客体验提升，社区经济收益分配，民族文化原真性，民族文化遗产活态保护，文旅融合发展
协同治理，政策网络，动态博弈,多主体协同治理，分散式政策网络，社会网络分析，博弈论，动态策略演化模型，网络结构特征，信息不对称，协同效率，多中心治理理论，政策执行
数字技术与智慧城市，公众/社区参与，历史街区保护,沉浸式交互技术，数字孪生，VR/AR技术，三维激光扫描，多模态交互设计，数字化游览系统，文化遗产活化，科技+文化，旅游景区建设
城市更新，利益相关者，协同与网络治理,城市更新，利益相关者，协同与网络治理，土地经济与产权，社会影响与包容性，评估与决策支持
城市代谢效率，多指标融合分析，优化策略,城市代谢效率，压力-状态-响应模型，能源流动，物质循环，污染排放，基础设施密度，动态评估框架，资源管理决策
城市更新，多源数据，空间治理,城市更新，多源数据，空间治理，效能评估，动态调控，国土空间规划
生态修复与绿色基础设施，城市微气候环境，GIS与空间分析,生态修复与绿色基础设施，城市微气候环境，遥感技术，GIS与空间分析，低碳与双碳目标，评估与决策支持
城市更新，协同与网络治理，评估与决策支持,城市更新，协同与网络治理，评估与决策支持，公众/社区参与，土地经济与产权
滨水空间更新，可持续更新，历史街区保护,滨水空间更新，可持续更新，历史街区保护，利益相关者，协同与网络治理，社会影响与包容性，生态修复与绿色基础设施
城市更新，低碳，可持续建造技术,城市更新，低碳，可持续建造技术，全生命周期评估，模块化预制建造，正交胶合木结构体系，抗震性能，防火性能，碳封存，双碳目标
土地经济与产权，评估与决策支持，投融资与运营模式,GIS与空间分析，评估与决策支持，土地经济与产权，投融资与运营模式，利益相关者
绿色基础设施，城市更新，多目标优化,绿色基础设施，城市更新，生态效益，雨水管理，日照分布调节，视觉美学，参数化建模，性能模拟，多维评价体系，碳中和
非物质文化遗产，乡村振兴，电子商务,非物质文化遗产，乡村振兴，知识产权保护，数字化，商业赋能，文化资源转化，电商生态系统
城市更新，可持续更新，评估与决策支持,城市更新，可持续更新，GIS与空间分析，社会影响与包容性，土地经济与产权，评估与决策支持
社会网络，身份认同，跨国主义,移民群体，社会网络分析，文化认同，跨国实践，身份重构，华侨研究
老旧小区改造，公众/社区参与，微更新/渐进式更新,老旧小区改造，公众/社区参与，协同与网络治理，微更新/渐进式更新，社会影响与包容性，投融资与运营模式，社区微更新
遥感技术，生态修复与绿色基础设施，GIS与空间分析,多源数据，遥感技术，生态风险评估，GIS与空间分析，生态修复与绿色基础设施，城市生态安全
城市更新，治理模式，跨国比较,城市更新治理，跨国比较分析框架，文化导向型更新，经济驱动型更新，治理结构，参与机制，实施效果，空间正义，社会包容性，经济可持续性
生态系统服务，生态敏感性，生态保护优先区,快速城市化，生态保护与经济发展，生态系统服务价值评估，生态敏感性分析，生态安全格局，国土空间规划，生态修复
城市更新，多主体协同，土地利用规划,城市更新，利益相关者，协同与网络治理，公众/社区参与，土地经济与产权，评估与决策支持
文献计量学，生物亲和设计，发展脉络,文献计量学，科学知识图谱，时空分布特征，共被引网络结构，突现词演化规律，材料仿生，功能仿生，系统仿生，智能材料集成，跨尺度仿生制造
城市更新，艺术实践，社区文化重构,城市更新，历史街区保护，公众/社区参与，城市活力，文化记忆再现，艺术实践，人文导向型
社会工作，电商参与，留守女性,乡村振兴，经济赋能，性别视角，在地化支持，参与式行动研究，数字素养，创业信心，个案管理，小组互助，社区资源链接，性别化数字鸿沟，妇女发展，生计改善
可持续更新，城市更新，规划策略,城市更新，可持续更新，GIS与空间分析，历史街区保护，土地利用，基础设施，更新潜力评估指标体系
旅游地理学，行为机制，精准营销策略,实验人文地理学，离散选择模型，边境城市形象认知，安全感知，文化距离，旅游吸引力指数预测模型，行为地理学，区域旅游经济
城市更新，决策支持系统，多源数据,城市更新，决策支持系统，多源数据，GIS与空间分析，利益相关者，公众/社区参与，评估与决策支持，大数据与多源数据
生态修复与绿色基础设施，遥感技术，GIS与空间分析,多源数据与大数据，机器学习，生态安全格局，生态脆弱性，国土空间生态修复
城市更新，利益相关者，协同与网络治理,城市更新，利益相关者，协同与网络治理，社会影响与包容性，投融资与运营模式，评估与决策支持
生态文明建设，差异化评估，优化路径,区域发展不平衡，综合评价体系，熵值法-TOPSIS耦合模型，时空分异特征，生态补偿政策，双碳目标
城市更新，协同治理，多维数据融合,老旧城区功能衰退，空间碎片化，协同治理，多源数据，利益相关者，决策支持框架，公众满意度
城市群，生态质量，城镇化,城镇化与生态环境矛盾，生态要素整合，夜间灯光数据，植被指数，时空动态评估模型，生态承载力，国土空间规划，可持续发展
城市更新，利益相关者，协同与网络治理,城市更新，利益相关者，协同与网络治理，历史街区保护，社会影响与包容性，土地经济与产权，评估与决策支持
城市更新，生态修复与绿色基础设施，城市韧性,生物多样性保护，城市生态研究，多源遥感数据，植被垂直异质性，斑块连通性，鸟类多样性，可持续城市景观设计
城市更新，实物期权理论，外部性评估,城市更新，历史街区改造，工业用地更新，可持续更新，利益相关者，社会影响与包容性，评估与决策支持
城市更新，评估与决策支持，指标体系构建,城市更新，经济-社会-环境，德尔菲法，层次分析法，评估与决策支持，指标体系构建
乡村发展，共生理论，内生性机制,乡村振兴，社会资本积累，产业协同创新，空间功能重构，内生发展能力，集体经济，村民参与度，产业共生体，城乡关系，共同富裕
工业遗产与棕地更新，协同与网络治理，历史街区保护,城市更新，协同与网络治理，社区参与，有机更新，社会影响与包容性，历史街区保护
文化认同，国族意识，音乐文化,青年文化认同，文化编码策略，本土意识，现代性，后殖民语境
老旧小区改造，历史街区保护，协同与网络治理,城市更新，老旧小区改造，历史街区保护，GIS与空间分析，社会影响与包容性，可持续更新，协同与网络治理
农村数字化平台，农业与旅游资源，区域经济效应,乡村振兴战略，农业农村数字化转型，产业协同，空间规划，农旅融合，数字经济，GIS空间分析，社会网络分析，计量经济模型，农业生产要素，旅游资源，经济辐射效应，生态影响阈值，城乡融合发展，智慧乡村
微更新/渐进式更新，利益相关者，协同与网络治理,微更新/渐进式更新，利益相关者，协同与网络治理，社会影响与包容性，公众/社区参与，评估与决策支持
城市微气候环境，GIS与空间分析，评估与决策支持,城市微气候环境，GIS与空间分析，计算流体力学，城市形态参数，通风廊道规划，气候适应性城市设计
城市更新，可持续更新，社会影响与包容性,城市更新，可持续更新，社会影响与包容性，历史街区保护，公共空间更新，公众/社区参与，协同与网络治理，评估与决策支持
城市更新，可持续更新，绿地识别,城市更新，可持续更新，遥感技术，GIS与空间分析，生态修复与绿色基础设施，评估与决策支持
滨海空间更新，生态修复与绿色基础设施，景观格局分析,生态修复与绿色基础设施，景观格局分析，植物群落结构，生态服务功能，空间统计分析，蓝绿空间网络优化
老旧小区改造，公共空间更新，公众/社区参与,老旧小区改造，公共空间更新，公众/社区参与，空间正义，社区画像，空间句法，多元主体协商工作坊，居民行为轨迹，存量空间功能复合化改造策略，社区自组织维护机制，社区微更新，社会资本再生，15分钟生活圈
生态修复与绿色基础设施，遥感技术，城市韧性,生态修复与绿色基础设施，遥感技术，城市韧性，土地利用，植被特征，多样性指数，城市化强度，乡土植物多样性，韧性理论，生态安全格局
城市更新，社会影响与包容性，土地经济与产权,社会融合，城市土地管理，公平性与效率平衡，混合用地规划，社区参与式决策，社会包容性，土地资源可持续利用，社会空间分异
旅游目的地忠诚度，网红旅游现象，量表视角,旅游目的地品牌建设，游客忠诚度培育，突发性网红旅游现象，动态忠诚度测评体系，社交媒体传播，情绪驱动特征，文旅营销
城市更新，协同与网络治理，利益相关者,城市更新，协同与网络治理，利益相关者，公众/社区参与，土地经济与产权，老旧小区改造，历史街区保护，有机更新
生态服务价值评估，国土空间规划，生态地券核算,生态补偿机制，生态系统服务价值评估，生态敏感区域，生态服务功能，生态产品价值实现
老旧小区改造，公众/社区参与，协同与网络治理,老旧小区改造，公众/社区参与，协同与网络治理，社会影响与包容性，城市更新，可持续更新
城市扩张，生态用地，空间计量模型,城市化，生态用地，空间依赖，多尺度空间杜宾模型，结构方程模型，国土空间规划，生态安全格局，可持续发展
城市更新，住房策略，需求分析,旧城改造，居民参与，社会效益评估，需求导向，政策响应，住房需求，政策工具组合，更新效益，多维评估指标体系，社区活力
无人机物流，政策支持，路径优化,无人机物流，配送成本，配送效率，政策法规，飞行路径规划，社区接受度，经济可行性，安全风险管控，政策激励措施
可持续更新，城市更新，评估与决策支持,城市更新，可持续更新，利益相关者，公众/社区参与，协同与网络治理，社会影响与包容性，评估与决策支持
城市更新，文化经济协同，场所营造,场所营造理论，文化基因-经济动能，空间句法，历史地理学，地方文化符号，产业升级，空间再生产，文化资本激活，经济价值重构，可持续再生
可持续更新，城市更新，模式创新,可持续更新，历史街区保护，工业遗产与棕地更新，公众/社区参与，协同与网络治理，生态修复与绿色基础设施，评估与决策支持
一带一路，国家-社会互动，政策创新,全球化，一带一路，政治社会学，多层级分析，基础设施投资，金融合作，文化交流，政府引导，市场运作，民间润滑，战略利益，风险可控性，全球治理，东盟国家，合作机制
城市更新，社会影响与包容性，评估与决策支持,健康公平，绅士化，社会空间重构，现实主义评价方法，地理加权回归模型，多尺度健康影响评估体系，住房可及性，服务设施配置，社会资本，健康差异，倒U型关系，健康促进政策
